"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","familiarity","fit_1","fit_2","fit_3","fit_4","fit_5","fit_6","attitude_1","attitude_2","attitude_3","similarity_1","similarity_2","similarity_3","similarity_4","similarity_5","cohesiveness_1","cohesiveness_2","cohesiveness_3","cohesiveness_4","age","gender","country","edu","field","field_2_TEXT","email","FL_9_DO"
"169","2021-05-02 07:00:16","2021-05-02 07:02:39","IP Address",NA,"100","142","True","2021-05-02 07:02:39","R_Z3vlrvjbzUsvH33","","","","",NA,NA,"anonymous","EN","Slightly familiar","4","4","4","3","3","4","4","4","4","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","63","Female","United Kingdom of Great Britain and Northern Ireland","PhD","Other","",NA,"sponsor3"
"170","2021-05-02 06:59:10","2021-05-02 07:05:24","IP Address",NA,"100","373","True","2021-05-02 07:05:25","R_2RUFZ5olqPZtM9R","","","","",NA,NA,"anonymous","EN","Moderately familiar","7","7","7","7","7","7","7","7","7","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","23","Male","Italy","High school","Other","",NA,"sponsor1"
"171","2021-05-02 06:54:12","2021-05-02 07:06:09","IP Address",NA,"100","716","True","2021-05-02 07:06:09","R_UuVDQrs9tLvojgR","","","","",NA,NA,"anonymous","EN","Slightly familiar","4","3","5","5","5","4","4","4","5","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Strongly agree","20","Female","Italy","High school","Other","Literary studies",NA,"sponsor4"
"172","2021-05-02 07:06:15","2021-05-02 07:10:01","IP Address",NA,"100","226","True","2021-05-02 07:10:02","R_3lVptno12fv9W1n","","","","",NA,NA,"anonymous","EN","Moderately familiar","6","7","6","5","6","7","6","6","6","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","21","Male","Italy","High school","Other","",NA,"sponsor1"
"173","2021-05-02 07:05:44","2021-05-02 07:10:11","IP Address",NA,"100","266","True","2021-05-02 07:10:11","R_3QSLKLfW3l0TNx5","","","","",NA,NA,"anonymous","EN","Moderately familiar","2","2","2","1","1","2","4","3","3","Somewhat disagree","Somewhat disagree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","23","Male","Italy","High school","Other","",NA,"sponsor2"
"174","2021-05-02 07:23:06","2021-05-02 07:28:57","IP Address",NA,"100","351","True","2021-05-02 07:28:58","R_2do7Odj3on0EqtL","","","","",NA,NA,"anonymous","EN","Slightly familiar","6","6","5","6","7","6","6","6","6","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","21","Male","Italy","High school","Other","",NA,"sponsor1"
"175","2021-05-02 07:26:38","2021-05-02 07:29:22","IP Address",NA,"100","164","True","2021-05-02 07:29:23","R_2SuGJoBfBnKVtBE","","","","",NA,NA,"anonymous","EN","Moderately familiar","6","6","6","7","6","7","7","7","6","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","22","Female","Netherlands","Bachelor's degree","Other","Health and Social Psychology",NA,"sponsor1"
"176","2021-05-02 07:27:07","2021-05-02 07:32:48","IP Address",NA,"100","341","True","2021-05-02 07:32:49","R_rlFlpH2JgFk8PWV","","","","",NA,NA,"anonymous","EN","Slightly familiar","2","2","2","2","1","1","1","1","1","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","22","Female","Italy","High school","Other","Nursing",NA,"sponsor4"
"177","2021-05-02 07:23:40","2021-05-02 10:06:40","IP Address",NA,"100","9779","True","2021-05-02 10:06:40","R_2YXN7yVTQZkqOUb","","","","",NA,NA,"anonymous","EN","Moderately familiar","6","6","6","7","7","7","7","7","7","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","22","Male","Italy","High school","Other","Modern Literature",NA,"sponsor3"
"178","2021-05-02 10:23:40","2021-05-02 10:27:39","IP Address",NA,"100","239","True","2021-05-02 10:27:40","R_2TTawx9rW8Jsd3f","","","","",NA,NA,"anonymous","EN","Moderately familiar","3","3","3","3","4","3","3","4","4","Somewhat disagree","Somewhat disagree","Strongly disagree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","19","Female","Italy","High school","Business or related","",NA,"sponsor2"
"179","2021-05-02 13:19:34","2021-05-02 13:21:16","IP Address",NA,"100","102","True","2021-05-02 13:21:16","R_3DtpdOgGlzOWlXv","","","","",NA,NA,"anonymous","EN","Moderately familiar","3","2","4","1","5","4","3","2","3","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat disagree","24","Male","Germany","Master's degree","Business or related","",NA,"sponsor3"
"180","2021-05-02 13:20:50","2021-05-02 13:26:12","IP Address",NA,"100","322","True","2021-05-02 13:26:13","R_6EDoRRpwxLcfIpb","","","","",NA,NA,"anonymous","EN","Slightly familiar","1","1","1","2","1","4","7","6","6","Strongly disagree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","23","Female","Italy","Bachelor's degree","Other","",NA,"sponsor2"
"181","2021-05-02 15:07:56","2021-05-02 15:10:35","IP Address",NA,"100","159","True","2021-05-02 15:10:35","R_31dD9vzjAOkwwqB","","","","",NA,NA,"anonymous","EN","Moderately familiar","5","4","5","5","4","4","5","5","5","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","21","Male","Netherlands","High school","Other","",NA,"sponsor2"
"182","2021-05-03 02:20:57","2021-05-03 02:27:33","IP Address",NA,"100","396","True","2021-05-03 02:27:33","R_1mPOvbiQQ8NhiUx","","","","",NA,NA,"anonymous","EN","Slightly familiar","5","5","5","4","4","5","5","5","5","Somewhat disagree","Strongly disagree","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","22","Male","Italy","High school","Other","architectural",NA,"sponsor1"
"183","2021-05-03 02:46:15","2021-05-03 02:49:57","IP Address",NA,"100","222","True","2021-05-03 02:49:58","R_3n1xThiEEM5GPgf","","","","",NA,NA,"anonymous","EN","Moderately familiar","4","3","4","4","3","4","4","3","4","Somewhat disagree","Somewhat disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat disagree","Strongly disagree","21","Female","Italy","High school","Other","",NA,"sponsor3"
"184","2021-05-03 03:05:12","2021-05-03 03:07:35","IP Address",NA,"100","143","True","2021-05-03 03:07:36","R_11i6HVa3kgZB5Ep","","","","",NA,NA,"anonymous","EN","Moderately familiar","6","6","7","7","7","7","7","7","7","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat disagree","Strongly disagree","26","Female","Netherlands","Master's degree","Other","educational",NA,"sponsor4"
"185","2021-05-03 03:05:36","2021-05-03 03:09:42","IP Address",NA,"100","246","True","2021-05-03 03:09:43","R_ylN90JcEynN4C1b","","","","",NA,NA,"anonymous","EN","Moderately familiar","6","7","6","7","5","6","7","7","7","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Strongly agree","Somewhat agree","22","Female","Italy","Bachelor's degree","Other","Biology",NA,"sponsor1"
"186","2021-05-03 03:24:18","2021-05-03 03:24:55","IP Address",NA,"100","37","True","2021-05-03 03:24:56","R_1pAPdEhKc8XCYx3","","","","",NA,NA,"anonymous","EN","Moderately familiar","5","3","6","5","6","7","4","5","4","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","23","Prefer not to say","Belarus","Bachelor's degree","Other","",NA,"sponsor4"
"187","2021-05-03 04:34:41","2021-05-03 04:44:01","IP Address",NA,"100","559","True","2021-05-03 04:44:01","R_1kZABZN7JL5z7Uw","","","","",NA,NA,"anonymous","EN","Moderately familiar","7","6","6","5","7","6","5","3","5","Strongly disagree","Somewhat disagree","Strongly disagree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly disagree","Somewhat agree","23","Female","Italy","High school","Other","",NA,"sponsor2"
"188","2021-05-03 04:52:32","2021-05-03 04:54:28","IP Address",NA,"100","115","True","2021-05-03 04:54:29","R_1gbH9wsa7lEMY7i","","","","",NA,NA,"anonymous","EN","Not familiar at all","4","3","3","5","4","5","3","1","2","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree","Somewhat disagree","21","Male","Italy","High school","Business or related","",NA,"sponsor3"
"189","2021-05-03 05:08:44","2021-05-03 05:11:32","IP Address",NA,"100","167","True","2021-05-03 05:11:33","R_1i99QBtN7DL7Z1m","","","","",NA,NA,"anonymous","EN","Very familiar","2","1","1","2","3","4","2","3","3","Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly disagree","Strongly disagree","29","Male","United States of America","Bachelor's degree","Business or related","",NA,"sponsor4"
"190","2021-05-03 05:14:30","2021-05-03 05:15:05","IP Address",NA,"100","35","True","2021-05-03 05:15:06","R_3nVtbfCOxt1l6U3","","","","",NA,NA,"anonymous","EN","Slightly familiar","4","4","4","4","4","4","4","4","4","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","23","Female","Argentina","Bachelor's degree","Business or related","",NA,"sponsor2"
"191","2021-05-02 10:32:38","2021-05-03 05:18:09","IP Address",NA,"100","67531","True","2021-05-03 05:18:10","R_e530MU3u0BgVhPX","","","","",NA,NA,"anonymous","EN","Slightly familiar","4","4","4","5","4","5","4","4","5","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","22","Female","Italy","High school","Other","",NA,"sponsor3"
"192","2021-05-03 05:41:10","2021-05-03 05:49:23","IP Address",NA,"100","493","True","2021-05-03 05:49:24","R_1f9k2kNE2L1GWue","","","","",NA,NA,"anonymous","EN","Slightly familiar","5","6","6","3","3","6","6","5","5","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","22","Male","Italy","High school","Business or related","",NA,"sponsor3"
"193","2021-05-03 06:02:46","2021-05-03 06:05:33","IP Address",NA,"100","166","True","2021-05-03 06:05:37","R_2CwZD5lMESGvhuO","","","","",NA,NA,"anonymous","EN","Slightly familiar","5","4","4","6","4","5","6","6","6","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","26","Female","Germany","Bachelor's degree","Business or related","",NA,"sponsor2"
"194","2021-05-03 06:21:56","2021-05-03 06:22:57","IP Address",NA,"100","60","True","2021-05-03 06:22:58","R_O2pzUy8fzJji8tb","","","","",NA,NA,"anonymous","EN","Moderately familiar","6","6","4","4","4","4","6","6","6","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","23","Female","Netherlands","Bachelor's degree","Business or related","",NA,"sponsor4"
"195","2021-05-03 06:35:40","2021-05-03 06:37:50","IP Address",NA,"100","129","True","2021-05-03 06:37:50","R_XCbOiRpZdKwk7kt","","","","",NA,NA,"anonymous","EN","Moderately familiar","5","6","6","5","5","6","6","5","5","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","23","Female","Netherlands","Bachelor's degree","Other","public administration and psychology",NA,"sponsor1"
"196","2021-05-03 07:22:04","2021-05-03 07:27:09","IP Address",NA,"100","305","True","2021-05-03 07:27:10","R_2YrZFQ7XXftVQ5Q","","","","",NA,NA,"anonymous","EN","Moderately familiar","2","2","2","1","4","6","5","5","4","Strongly agree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","23","Female","Finland","Bachelor's degree","Business or related","",NA,"sponsor3"
"197","2021-05-03 07:47:12","2021-05-03 07:50:48","IP Address",NA,"100","215","True","2021-05-03 07:50:48","R_1riaoYfaz859rSo","","","","",NA,NA,"anonymous","EN","Slightly familiar","1","1","2","2","2","1","4","4","4","Somewhat disagree","Somewhat disagree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly disagree","Strongly disagree","29","Male","Italy","High school","Business or related","",NA,"sponsor4"
"198","2021-05-03 08:03:14","2021-05-03 08:05:55","IP Address",NA,"100","161","True","2021-05-03 08:05:56","R_w1PkrCcuqnDEn9n","","","","",NA,NA,"anonymous","EN","Slightly familiar","6","6","2","6","1","4","6","5","5","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat agree","25","Female","Netherlands","Master's degree","Other","Education ",NA,"sponsor2"
"199","2021-05-03 08:19:33","2021-05-03 08:21:35","IP Address",NA,"100","121","True","2021-05-03 08:21:36","R_1FrmYNMh2sxwu9P","","","","",NA,NA,"anonymous","EN","Very familiar","7","7","7","7","5","7","7","7","7","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly disagree","Strongly agree","Strongly agree","23","Female","Italy","Bachelor's degree","Business or related","",NA,"sponsor1"
"200","2021-05-03 08:23:21","2021-05-03 08:24:17","IP Address",NA,"100","55","True","2021-05-03 08:24:18","R_3r2P2ReJnrllpUL","","","","",NA,NA,"anonymous","EN","Slightly familiar","4","4","4","4","4","4","4","4","4","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","60","Male","Norway","High school","Business or related","",NA,"sponsor2"
"201","2021-05-03 08:22:33","2021-05-03 08:26:33","IP Address",NA,"100","239","True","2021-05-03 08:26:33","R_pzRgimYGJihS0NP","","","","",NA,NA,"anonymous","EN","Slightly familiar","6","6","7","7","7","7","6","6","7","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly agree","Strongly agree","18","Female","United States of America","High school","Other","",NA,"sponsor1"
"202","2021-05-03 08:26:52","2021-05-03 08:31:19","IP Address",NA,"100","266","True","2021-05-03 08:31:19","R_cZ4zOeSJGSwQ47f","","","","",NA,NA,"anonymous","EN","Slightly familiar","1","1","1","1","1","1","1","1","1","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","22","Female","United States of America","Bachelor's degree","Business or related","",NA,"sponsor4"
"203","2021-05-03 09:25:31","2021-05-03 09:27:14","IP Address",NA,"100","102","True","2021-05-03 09:27:14","R_32KoeydEFxwPYug","","","","",NA,NA,"anonymous","EN","Very familiar","6","6","6","6","6","6","7","7","7","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","20","Female","Poland","High school","Business or related","",NA,"sponsor3"
"204","2021-05-03 11:39:53","2021-05-03 11:42:14","IP Address",NA,"100","141","True","2021-05-03 11:42:15","R_2zhwAIIMFkaYyGI","","","","",NA,NA,"anonymous","EN","Moderately familiar","4","5","5","4","5","4","5","5","4","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","23","Female","Italy","Bachelor's degree","Business or related","",NA,"sponsor3"
"205","2021-05-03 13:51:49","2021-05-03 13:53:59","IP Address",NA,"100","129","True","2021-05-03 13:54:00","R_sTYYfvJLfD2ecSt","","","","",NA,NA,"anonymous","EN","Moderately familiar","3","3","4","3","3","5","5","4","4","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","23","Female","Denmark","Bachelor's degree","Business or related","",NA,"sponsor4"
"206","2021-05-03 05:41:22","2021-05-03 14:00:32","IP Address",NA,"100","29949","True","2021-05-03 14:00:33","R_6tHRN1qlMhNTt17","","","","",NA,NA,"anonymous","EN","Very familiar","5","1","6","2","3","3","3","4","3","Strongly agree","Strongly disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Strongly disagree","22","Female","Italy","High school","Business or related","",NA,"sponsor1"
"207","2021-05-03 15:27:08","2021-05-03 15:29:50","IP Address",NA,"100","161","True","2021-05-03 15:29:50","R_1F3cNkGPDJtDpwl","","","","",NA,NA,"anonymous","EN","Moderately familiar","6","7","7","4","6","7","7","7","7","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat agree","Neither agree nor disagree","33","Female","United Kingdom of Great Britain and Northern Ireland","Bachelor's degree","Other","Animal welfare",NA,"sponsor1"
"208","2021-05-03 21:16:36","2021-05-03 21:18:38","IP Address",NA,"100","122","True","2021-05-03 21:18:38","R_3p5zbSUrMGfxGD6","","","","",NA,NA,"anonymous","EN","Moderately familiar","6","5","4","4","5","4","5","5","5","Somewhat disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","23","Female","United States of America","Bachelor's degree","Business or related","",NA,"sponsor2"
"209","2021-05-04 07:01:08","2021-05-04 07:06:58","IP Address",NA,"100","349","True","2021-05-04 07:06:58","R_ToLelK0Oz2Civ2F","","","","",NA,NA,"anonymous","EN","Very familiar","5","3","3","6","3","7","6","5","6","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat agree","25","Female","Netherlands","Bachelor's degree","Business or related","",NA,"sponsor2"
"210","2021-05-04 08:23:53","2021-05-04 08:25:43","IP Address",NA,"100","110","True","2021-05-04 08:25:44","R_RVO8mlml62uWq9b","","","","",NA,NA,"anonymous","EN","Very familiar","5","6","6","4","4","5","6","6","6","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","25","Female","Greece","Master's degree","Business or related","",NA,"sponsor3"
"211","2021-04-30 03:46:23","2021-05-04 09:44:53","IP Address",NA,"100","367109","True","2021-05-04 09:44:53","R_A6dgbV9OuEjENSF","","","","",NA,NA,"anonymous","EN","Slightly familiar","5","4","3","5","4","3","5","4","5","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","22","Female","Netherlands","Master's degree","Business or related","",NA,"sponsor4"
"212","2021-05-04 12:23:29","2021-05-04 12:26:10","IP Address",NA,"100","160","True","2021-05-04 12:26:10","R_3fcR9loWTyYZxBi","","","","",NA,NA,"anonymous","EN","Very familiar","7","6","6","7","6","6","7","7","7","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","18","Female","Egypt","High school","Other","medical",NA,"sponsor1"
"213","2021-05-04 13:49:48","2021-05-04 13:52:50","IP Address",NA,"100","181","True","2021-05-04 13:52:50","R_3PyQHe62wDSFwBd","","","","",NA,NA,"anonymous","EN","Very familiar","3","4","4","2","3","3","3","3","3","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","40","Female","United Kingdom of Great Britain and Northern Ireland","Bachelor's degree","Business or related","",NA,"sponsor3"
"214","2021-05-04 14:11:06","2021-05-04 14:11:48","IP Address",NA,"100","41","True","2021-05-04 14:11:49","R_1IT8VgPGk4ANtNF","","","","",NA,NA,"anonymous","EN","Slightly familiar","6","5","4","5","4","5","5","4","6","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","25","Male","Netherlands","Master's degree","Business or related","",NA,"sponsor1"
"215","2021-05-05 02:16:24","2021-05-05 02:19:02","IP Address",NA,"100","157","True","2021-05-05 02:19:02","R_1f6QbgjhlklLCZI","","","","",NA,NA,"anonymous","EN","Moderately familiar","2","4","4","4","4","5","4","4","5","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Strongly agree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","23","Female","Netherlands","Bachelor's degree","Other","psychology",NA,"sponsor2"
"216","2021-05-05 03:30:00","2021-05-05 03:32:04","IP Address",NA,"100","124","True","2021-05-05 03:32:05","R_2QA1FIOtIUeKoVx","","","","",NA,NA,"anonymous","EN","Moderately familiar","3","4","3","3","4","5","4","4","4","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","25","Female","Hungary","Bachelor's degree","Business or related","",NA,"sponsor4"
"217","2021-05-05 04:05:18","2021-05-05 04:06:59","IP Address",NA,"100","100","True","2021-05-05 04:07:00","R_1pRxbaDOSg219bQ","","","","",NA,NA,"anonymous","EN","Very familiar","4","4","4","4","4","4","4","4","4","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","24","Female","Germany","Bachelor's degree","Business or related","",NA,"sponsor1"
"218","2021-05-05 05:45:41","2021-05-05 05:47:28","IP Address",NA,"100","106","True","2021-05-05 05:47:28","R_0pUo6bJejs1XfvX","","","","",NA,NA,"anonymous","EN","Very familiar","4","5","4","2","4","4","5","5","5","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","26","Female","Germany","Master's degree","Business or related","",NA,"sponsor3"
"219","2021-05-05 10:37:00","2021-05-05 10:39:25","IP Address",NA,"100","145","True","2021-05-05 10:39:26","R_1jTfv5HqJzfboZB","","","","",NA,NA,"anonymous","EN","Extremely familiar","6","6","6","7","7","7","7","7","7","Somewhat disagree","Strongly agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","34","Male","Greece","Master's degree","Other","IT Consulting",NA,"sponsor2"
"220","2021-05-05 15:22:57","2021-05-05 15:24:57","IP Address",NA,"100","120","True","2021-05-05 15:25:00","R_2TZCbSyrmN9qOKm","","","","",NA,NA,"anonymous","EN","Very familiar","1","1","1","1","1","1","1","1","1","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","31","Female","Germany","Master's degree","Business or related","",NA,"sponsor4"
"221","2021-05-05 18:34:33","2021-05-05 18:37:50","IP Address",NA,"100","197","True","2021-05-05 18:37:51","R_aYknzU2xaNwricV","","","","",NA,NA,"anonymous","EN","Very familiar","3","2","3","3","4","4","4","4","4","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","21","Female","Portugal","High school","Other","Nutritium science",NA,"sponsor3"
"222","2021-05-06 02:01:47","2021-05-06 02:04:11","IP Address",NA,"100","143","True","2021-05-06 02:04:11","R_1P67SjLKm9vhJ4d","","","","",NA,NA,"anonymous","EN","Very familiar","2","2","2","2","2","2","2","2","2","Somewhat disagree","Somewhat disagree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","25","Female","Germany","Bachelor's degree","Business or related","",NA,"sponsor2"
"223","2021-05-06 09:07:15","2021-05-06 09:08:00","IP Address",NA,"100","44","True","2021-05-06 09:08:01","R_1IK8BRZpm4Xbmfz","","","","",NA,NA,"anonymous","EN","Moderately familiar","5","4","3","4","4","4","4","4","4","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","25","Female","Germany","Bachelor's degree","Business or related","",NA,"sponsor1"
"224","2021-05-06 10:44:48","2021-05-06 10:47:31","IP Address",NA,"100","163","True","2021-05-06 10:47:32","R_3oB13u1kJSODjMJ","","","","",NA,NA,"anonymous","EN","Moderately familiar","5","5","3","4","4","3","4","5","5","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat agree","23","Female","United States of America","Professional degree","Business or related","",NA,"sponsor4"
"225","2021-05-06 11:17:23","2021-05-06 11:20:20","IP Address",NA,"100","177","True","2021-05-06 11:20:21","R_2PaJ9WHGDsrG7cU","","","","",NA,NA,"anonymous","EN","Slightly familiar","5","5","4","4","3","5","5","6","5","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Strongly agree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","29","Female","United States of America","Bachelor's degree","Other","Mental Health",NA,"sponsor2"
"226","2021-05-06 11:47:15","2021-05-06 11:50:01","IP Address",NA,"100","165","True","2021-05-06 11:50:01","R_28UpTOgy725Q3m2","","","","",NA,NA,"anonymous","EN","Very familiar","1","1","1","1","1","1","4","5","5","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Strongly disagree","22","Female","Turkey","High school","Other","Communication",NA,"sponsor4"
"227","2021-05-06 14:46:57","2021-05-06 14:49:20","IP Address",NA,"100","142","True","2021-05-06 14:49:21","R_3ktaUyRhF42hkji","","","","",NA,NA,"anonymous","EN","Slightly familiar","5","4","4","5","4","5","6","5","5","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","22","Female","Romania","Master's degree","Other","",NA,"sponsor3"
